user_id,risk_score,risk_level,ml_prediction,ml_suspicious_probability,ml_risk_level,final_risk_score,final_risk_level,connected_devices,connected_merchants,shared_device_users,risk_reasons
U0706,21.0,LOW,0,0.0,LOW,10.5,LOW,"D0108, D0164, D0224, D0350, D0452, D0491","M064, M066, M069, M077, M080, M081","U0157, U0159, U0162, U0164, U0165, U0171, U0174, U0180, U0185, U0202, U0205, U0209, U0218, U0219, U0220, U0231, U0246, U0248, U0269, U0271, U0283, U0297, U0299, U0301, U0305, U0310, U0319, U0333, U0334, U0335, U0337, U0351, U0353, U0354, U0365, U0376, U0377, U0383, U0390, U0391, U0393, U0399, U0407, U0409, U0422, U0433, U0444, U0445, U0449, U0450, U0459, U0461, U0475, U0477, U0487, U0495, U0496, U0498, U0514, U0517, U0522, U0523, U0525, U0562, U0576, U0578, U0580, U0584, U0587, U0595, U0599, U0603, U0604, U0608, U0612, U0633, U0642, U0643, U0649, U0651, U0666, U0669, U0687, U0694, U0695, U0697, U0702, U0703, U0717, U0725, U0734, U0738, U0742, U0747, U0751, U0756, U0759, U0762, U0774, U0775, U0779, U0783, U0793, U0799, U0801, U0804, U0806, U0811, U0825, U0829, U0830, U0831, U0836, U0841, U0852, U0864, U0865, U0869, U0875, U0896, U0901, U0911, U0942, U0950, U0955, U0970, U0977, U0979, U0986, U0989, U0990, U0994",Device connected to many users
U0329,21.0,LOW,0,0.0,LOW,10.5,LOW,"D0154, D0211, D0249, D0250, D0301","M032, M034, M051, M052, M096","U0170, U0176, U0182, U0191, U0201, U0203, U0205, U0221, U0227, U0228, U0234, U0246, U0257, U0292, U0293, U0294, U0306, U0320, U0332, U0334, U0338, U0339, U0345, U0346, U0366, U0368, U0376, U0393, U0395, U0405, U0411, U0419, U0449, U0457, U0460, U0463, U0466, U0467, U0482, U0492, U0508, U0511, U0512, U0515, U0540, U0545, U0563, U0572, U0574, U0577, U0581, U0586, U0608, U0614, U0616, U0618, U0632, U0637, U0663, U0666, U0676, U0680, U0699, U0701, U0704, U0705, U0713, U0715, U0720, U0723, U0726, U0731, U0735, U0741, U0745, U0757, U0760, U0787, U0806, U0811, U0816, U0825, U0836, U0854, U0877, U0881, U0883, U0884, U0885, U0886, U0888, U0898, U0914, U0924, U0939, U0945, U0950, U0958, U0982, U0984, U0987",Device connected to many users
U0332,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0153, D0211, D0354, D0365, D0387, D0394","M027, M038, M054, M066, M086, M100","U0151, U0160, U0167, U0176, U0182, U0194, U0199, U0202, U0203, U0211, U0224, U0227, U0228, U0232, U0236, U0241, U0247, U0254, U0257, U0259, U0291, U0292, U0294, U0298, U0303, U0305, U0314, U0321, U0327, U0329, U0330, U0338, U0346, U0351, U0353, U0361, U0366, U0368, U0371, U0393, U0418, U0419, U0428, U0430, U0433, U0438, U0454, U0455, U0462, U0463, U0466, U0467, U0474, U0488, U0492, U0496, U0503, U0505, U0508, U0511, U0512, U0521, U0526, U0528, U0537, U0540, U0545, U0553, U0560, U0584, U0589, U0621, U0625, U0632, U0642, U0643, U0654, U0663, U0664, U0665, U0699, U0701, U0702, U0704, U0730, U0732, U0744, U0748, U0753, U0756, U0770, U0772, U0780, U0782, U0786, U0791, U0793, U0801, U0805, U0814, U0822, U0825, U0841, U0846, U0852, U0854, U0856, U0859, U0864, U0865, U0895, U0907, U0909, U0915, U0963, U0984, U0986, U0987, U0999",Device connected to many users
U0701,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0116, D0143, D0154, D0166, D0184, D0202, D0217, D0223, D0229, D0299, D0356, D0387, D0392, D0431, D0461, D0500","M026, M033, M036, M043, M046, M047, M048, M052, M058, M067, M074, M081, M095, M096, M097, M100","U0151, U0155, U0157, U0160, U0162, U0170, U0175, U0176, U0177, U0179, U0181, U0184, U0186, U0187, U0191, U0193, U0198, U0200, U0201, U0202, U0206, U0209, U0211, U0212, U0214, U0216, U0217, U0219, U0220, U0221, U0222, U0223, U0230, U0234, U0240, U0241, U0242, U0243, U0244, U0245, U0250, U0255, U0258, U0259, U0264, U0267, U0271, U0278, U0285, U0293, U0294, U0295, U0296, U0297, U0301, U0306, U0308, U0310, U0311, U0313, U0317, U0319, U0321, U0323, U0325, U0327, U0328, U0329, U0332, U0334, U0342, U0346, U0350, U0351, U0352, U0355, U0356, U0357, U0360, U0361, U0365, U0366, U0374, U0382, U0387, U0388, U0393, U0399, U0400, U0402, U0405, U0406, U0408, U0410, U0413, U0414, U0415, U0417, U0419, U0420, U0422, U0425, U0426, U0427, U0428, U0430, U0433, U0444, U0447, U0449, U0455, U0456, U0463, U0464, U0466, U0468, U0469, U0478, U0480, U0482, U0486, U0491, U0495, U0496, U0497, U0499, U0503, U0513, U0516, U0520, U0521, U0523, U0533, U0537, U0540, U0541, U0542, U0544, U0545, U0548, U0549, U0551, U0553, U0559, U0565, U0569, U0572, U0577, U0578, U0581, U0585, U0586, U0587, U0588, U0589, U0590, U0591, U0597, U0599, U0605, U0608, U0609, U0613, U0614, U0616, U0617, U0618, U0620, U0622, U0624, U0625, U0629, U0632, U0636, U0640, U0642, U0647, U0651, U0652, U0657, U0658, U0663, U0669, U0671, U0672, U0680, U0686, U0687, U0690, U0693, U0697, U0698, U0699, U0702, U0703, U0705, U0708, U0710, U0715, U0716, U0717, U0722, U0725, U0729, U0732, U0733, U0735, U0737, U0741, U0744, U0745, U0746, U0747, U0748, U0750, U0751, U0754, U0756, U0757, U0759, U0764, U0770, U0772, U0774, U0778, U0780, U0787, U0789, U0790, U0793, U0800, U0801, U0802, U0804, U0805, U0806, U0809, U0811, U0816, U0821, U0823, U0828, U0831, U0836, U0838, U0840, U0842, U0844, U0845, U0846, U0847, U0851, U0852, U0853, U0856, U0858, U0862, U0868, U0872, U0877, U0881, U0885, U0887, U0888, U0891, U0894, U0895, U0898, U0901, U0903, U0904, U0906, U0907, U0911, U0913, U0915, U0920, U0924, U0926, U0929, U0930, U0939, U0940, U0943, U0945, U0948, U0953, U0959, U0961, U0962, U0963, U0966, U0967, U0974, U0975, U0976, U0979, U0981, U0983, U0987, U0988, U0990, U0992, U0993, U0995, U1000",Device connected to many users
U0305,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0079, D0120, D0124, D0133, D0140, D0146, D0180, D0182, D0248, D0256, D0354, D0379, D0428, D0491","M036, M039, M044, M051, M057, M062, M064, M069, M072, M078, M079, M092, M093, M096","U0152, U0154, U0157, U0158, U0164, U0167, U0168, U0171, U0174, U0175, U0176, U0181, U0184, U0185, U0186, U0187, U0188, U0189, U0190, U0194, U0195, U0200, U0205, U0207, U0209, U0210, U0212, U0218, U0219, U0220, U0221, U0222, U0230, U0231, U0235, U0238, U0240, U0244, U0247, U0248, U0252, U0253, U0254, U0257, U0259, U0262, U0264, U0269, U0271, U0274, U0284, U0286, U0293, U0294, U0296, U0298, U0300, U0304, U0306, U0308, U0311, U0317, U0319, U0322, U0330, U0332, U0335, U0338, U0344, U0349, U0351, U0354, U0355, U0358, U0361, U0365, U0367, U0368, U0374, U0376, U0380, U0381, U0386, U0387, U0389, U0392, U0396, U0397, U0398, U0405, U0409, U0412, U0414, U0416, U0417, U0419, U0420, U0423, U0426, U0428, U0430, U0431, U0433, U0434, U0436, U0438, U0442, U0446, U0451, U0453, U0454, U0455, U0457, U0464, U0468, U0474, U0477, U0479, U0480, U0485, U0486, U0487, U0491, U0493, U0494, U0500, U0502, U0503, U0504, U0508, U0521, U0522, U0523, U0528, U0530, U0531, U0537, U0539, U0545, U0548, U0552, U0556, U0562, U0563, U0568, U0571, U0579, U0581, U0582, U0583, U0584, U0588, U0590, U0591, U0592, U0595, U0601, U0604, U0606, U0609, U0614, U0622, U0628, U0629, U0635, U0636, U0637, U0639, U0643, U0644, U0646, U0652, U0655, U0656, U0663, U0664, U0671, U0673, U0676, U0680, U0683, U0691, U0692, U0694, U0695, U0697, U0699, U0704, U0705, U0706, U0709, U0710, U0712, U0715, U0723, U0725, U0730, U0731, U0734, U0736, U0737, U0738, U0742, U0747, U0749, U0751, U0753, U0762, U0763, U0765, U0769, U0770, U0771, U0772, U0774, U0782, U0785, U0786, U0787, U0790, U0791, U0796, U0799, U0800, U0801, U0804, U0806, U0807, U0809, U0816, U0819, U0825, U0826, U0827, U0828, U0831, U0834, U0838, U0846, U0847, U0852, U0859, U0861, U0865, U0869, U0876, U0877, U0878, U0888, U0905, U0906, U0907, U0914, U0915, U0916, U0924, U0930, U0934, U0936, U0941, U0942, U0950, U0951, U0959, U0960, U0965, U0966, U0974, U0977, U0981, U0984, U0987, U0989, U0994, U0996, U0999, U1000",Device connected to many users
U0338,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0111, D0211, D0219, D0256, D0324, D0358, D0394, D0407, D0490","M032, M050, M060, M066, M070, M077, M082, M085, M089","U0159, U0160, U0167, U0176, U0181, U0182, U0193, U0198, U0199, U0202, U0203, U0210, U0211, U0218, U0220, U0227, U0228, U0229, U0234, U0235, U0241, U0242, U0261, U0277, U0292, U0293, U0294, U0298, U0305, U0308, U0315, U0316, U0318, U0322, U0327, U0329, U0332, U0335, U0339, U0340, U0344, U0353, U0354, U0355, U0361, U0366, U0369, U0371, U0374, U0376, U0386, U0391, U0402, U0404, U0410, U0418, U0419, U0423, U0425, U0428, U0442, U0454, U0460, U0462, U0467, U0476, U0478, U0489, U0492, U0494, U0501, U0502, U0503, U0504, U0506, U0508, U0511, U0512, U0514, U0519, U0529, U0532, U0533, U0536, U0539, U0545, U0551, U0554, U0563, U0571, U0576, U0578, U0579, U0581, U0582, U0588, U0591, U0597, U0604, U0607, U0623, U0631, U0633, U0654, U0656, U0657, U0662, U0663, U0664, U0666, U0671, U0672, U0680, U0686, U0692, U0704, U0707, U0717, U0719, U0721, U0722, U0727, U0729, U0731, U0732, U0736, U0743, U0749, U0756, U0787, U0791, U0803, U0818, U0823, U0825, U0828, U0834, U0835, U0836, U0838, U0854, U0859, U0860, U0870, U0871, U0895, U0898, U0902, U0907, U0909, U0915, U0925, U0927, U0930, U0935, U0939, U0941, U0943, U0956, U0958, U0959, U0963, U0965, U0967, U0979, U0984, U0986, U0987, U0993, U0996, U0997, U1000",Device connected to many users
U0304,21.0,LOW,0,0.0,LOW,10.5,LOW,"D0086, D0140, D0160, D0167, D0198, D0243, D0318, D0355, D0417, D0432","M027, M030, M031, M039, M041, M044, M064, M073, M082, M090","U0161, U0169, U0176, U0179, U0182, U0188, U0189, U0195, U0196, U0197, U0208, U0209, U0211, U0218, U0227, U0229, U0235, U0238, U0254, U0255, U0260, U0262, U0263, U0265, U0266, U0271, U0275, U0289, U0290, U0291, U0295, U0296, U0297, U0300, U0302, U0303, U0305, U0309, U0316, U0322, U0323, U0325, U0328, U0333, U0342, U0344, U0350, U0351, U0383, U0386, U0392, U0394, U0406, U0409, U0415, U0416, U0417, U0423, U0426, U0427, U0430, U0439, U0441, U0447, U0449, U0451, U0452, U0453, U0454, U0456, U0457, U0458, U0460, U0475, U0480, U0487, U0489, U0490, U0502, U0504, U0510, U0516, U0519, U0520, U0525, U0526, U0528, U0538, U0541, U0559, U0565, U0567, U0569, U0579, U0580, U0583, U0584, U0588, U0591, U0592, U0595, U0597, U0602, U0608, U0611, U0616, U0618, U0619, U0624, U0635, U0640, U0641, U0642, U0645, U0657, U0667, U0672, U0673, U0688, U0689, U0693, U0695, U0700, U0710, U0718, U0719, U0720, U0737, U0751, U0758, U0762, U0770, U0772, U0776, U0779, U0791, U0799, U0801, U0806, U0809, U0811, U0812, U0815, U0816, U0827, U0832, U0834, U0835, U0840, U0843, U0847, U0849, U0851, U0852, U0854, U0855, U0856, U0859, U0862, U0863, U0868, U0869, U0877, U0879, U0898, U0905, U0907, U0914, U0919, U0920, U0922, U0924, U0930, U0931, U0937, U0942, U0945, U0950, U0955, U0959, U0962, U0965, U0966, U0968, U0972, U0973, U0976, U0980, U0984, U0995, U0997, U0999, U1000",Device connected to many users
U0697,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0133, D0139, D0178, D0197, D0216, D0222, D0311, D0335, D0364, D0374, D0445, D0452, D0493, D0500","M032, M033, M034, M045, M053, M057, M060, M063, M064, M068, M073, M085, M089, M097","U0154, U0159, U0160, U0162, U0163, U0165, U0167, U0175, U0180, U0181, U0183, U0184, U0186, U0187, U0188, U0189, U0190, U0193, U0194, U0196, U0197, U0199, U0202, U0203, U0205, U0212, U0220, U0221, U0230, U0237, U0238, U0240, U0241, U0243, U0244, U0246, U0248, U0253, U0257, U0258, U0259, U0261, U0262, U0264, U0269, U0271, U0275, U0281, U0283, U0285, U0293, U0295, U0296, U0298, U0300, U0302, U0303, U0305, U0309, U0311, U0317, U0319, U0320, U0322, U0327, U0328, U0330, U0331, U0333, U0335, U0340, U0346, U0351, U0354, U0355, U0363, U0368, U0371, U0374, U0381, U0382, U0386, U0387, U0391, U0392, U0395, U0396, U0398, U0402, U0404, U0405, U0407, U0411, U0416, U0418, U0425, U0430, U0434, U0436, U0438, U0440, U0442, U0445, U0449, U0450, U0457, U0458, U0460, U0465, U0467, U0478, U0479, U0480, U0486, U0491, U0494, U0496, U0497, U0500, U0503, U0506, U0508, U0509, U0513, U0514, U0515, U0516, U0520, U0521, U0523, U0525, U0528, U0529, U0532, U0536, U0537, U0538, U0539, U0542, U0544, U0549, U0550, U0553, U0558, U0562, U0567, U0569, U0570, U0571, U0572, U0583, U0584, U0586, U0587, U0591, U0593, U0594, U0595, U0598, U0599, U0601, U0602, U0604, U0605, U0606, U0611, U0612, U0613, U0617, U0618, U0620, U0621, U0622, U0629, U0633, U0635, U0636, U0637, U0642, U0643, U0646, U0656, U0659, U0665, U0666, U0675, U0678, U0681, U0685, U0691, U0692, U0694, U0699, U0701, U0702, U0706, U0707, U0709, U0710, U0715, U0728, U0738, U0740, U0744, U0745, U0750, U0751, U0756, U0775, U0778, U0789, U0793, U0800, U0802, U0806, U0810, U0830, U0831, U0834, U0846, U0847, U0848, U0850, U0853, U0856, U0858, U0873, U0874, U0876, U0877, U0887, U0890, U0891, U0892, U0893, U0894, U0895, U0901, U0903, U0904, U0911, U0912, U0913, U0914, U0916, U0922, U0923, U0928, U0932, U0934, U0935, U0936, U0939, U0942, U0948, U0950, U0951, U0954, U0955, U0960, U0961, U0962, U0965, U0967, U0968, U0973, U0974, U0977, U0979, U0987, U0989, U0990, U1000",Device connected to many users
U0360,21.0,LOW,0,0.0,LOW,10.5,LOW,"D0184, D0233, D0279, D0369, D0404, D0429, D0438, D0456, D0487","M030, M056, M066, M070, M073, M077, M083, M085, M090","U0151, U0154, U0155, U0156, U0164, U0170, U0173, U0176, U0183, U0184, U0188, U0191, U0206, U0207, U0211, U0220, U0224, U0227, U0244, U0250, U0253, U0256, U0262, U0266, U0270, U0271, U0273, U0278, U0280, U0285, U0286, U0290, U0294, U0308, U0319, U0320, U0321, U0323, U0333, U0339, U0343, U0346, U0350, U0357, U0358, U0359, U0362, U0369, U0372, U0373, U0383, U0385, U0386, U0387, U0388, U0390, U0391, U0395, U0397, U0399, U0406, U0411, U0416, U0417, U0425, U0429, U0438, U0445, U0447, U0456, U0471, U0476, U0478, U0480, U0481, U0484, U0491, U0493, U0496, U0498, U0506, U0507, U0513, U0516, U0520, U0522, U0530, U0537, U0544, U0548, U0550, U0553, U0555, U0562, U0564, U0569, U0572, U0573, U0576, U0584, U0587, U0591, U0593, U0595, U0596, U0602, U0603, U0608, U0617, U0619, U0627, U0631, U0633, U0640, U0641, U0657, U0667, U0669, U0672, U0678, U0684, U0686, U0689, U0696, U0699, U0701, U0702, U0708, U0714, U0719, U0721, U0728, U0732, U0735, U0739, U0742, U0744, U0745, U0750, U0751, U0753, U0759, U0762, U0768, U0769, U0773, U0776, U0804, U0809, U0811, U0827, U0833, U0837, U0840, U0851, U0854, U0862, U0866, U0869, U0871, U0872, U0874, U0878, U0881, U0883, U0899, U0901, U0910, U0911, U0914, U0917, U0920, U0922, U0925, U0927, U0928, U0934, U0937, U0952, U0954, U0956, U0957, U0959, U0967, U0972, U0973, U0976, U0978, U0985, U0992, U0995, U0998",Device connected to many users
U0315,21.0,LOW,0,0.0,LOW,10.5,LOW,"D0111, D0122, D0207, D0260, D0267, D0321, D0326, D0343, D0390","M044, M054, M056, M062, M081, M093, M094, M095, M099","U0156, U0161, U0163, U0173, U0174, U0176, U0181, U0182, U0193, U0201, U0212, U0213, U0214, U0216, U0220, U0221, U0223, U0228, U0229, U0248, U0249, U0254, U0261, U0272, U0273, U0274, U0275, U0279, U0280, U0283, U0287, U0290, U0291, U0292, U0293, U0302, U0303, U0312, U0325, U0331, U0338, U0339, U0344, U0345, U0346, U0354, U0355, U0356, U0361, U0363, U0367, U0374, U0384, U0390, U0395, U0401, U0402, U0405, U0412, U0417, U0419, U0425, U0426, U0428, U0429, U0432, U0437, U0448, U0449, U0462, U0468, U0472, U0473, U0476, U0480, U0481, U0486, U0490, U0492, U0494, U0509, U0512, U0513, U0519, U0525, U0527, U0529, U0530, U0532, U0533, U0543, U0546, U0552, U0554, U0555, U0557, U0559, U0565, U0568, U0569, U0572, U0579, U0586, U0587, U0588, U0589, U0605, U0608, U0616, U0620, U0622, U0625, U0630, U0631, U0635, U0638, U0646, U0653, U0655, U0659, U0663, U0664, U0665, U0672, U0673, U0677, U0680, U0686, U0687, U0688, U0696, U0700, U0703, U0719, U0720, U0736, U0742, U0745, U0746, U0748, U0753, U0760, U0761, U0762, U0763, U0764, U0765, U0766, U0768, U0773, U0782, U0789, U0791, U0794, U0797, U0804, U0805, U0811, U0817, U0818, U0822, U0824, U0826, U0829, U0830, U0837, U0850, U0855, U0856, U0859, U0860, U0861, U0864, U0870, U0872, U0875, U0876, U0877, U0878, U0884, U0887, U0891, U0892, U0914, U0915, U0921, U0928, U0932, U0940, U0958, U0969, U0970, U0973, U0978, U0979, U0981, U0987, U0989",Device connected to many users
U0672,21.0,LOW,0,0.0,LOW,10.5,LOW,"D0198, D0215, D0229, D0263, D0306, D0390, D0404, D0407, D0458","M031, M036, M044, M047, M062, M078, M079, M089, M096","U0151, U0157, U0160, U0170, U0176, U0179, U0184, U0192, U0195, U0201, U0206, U0212, U0214, U0218, U0221, U0226, U0235, U0236, U0242, U0243, U0244, U0245, U0249, U0250, U0258, U0263, U0265, U0266, U0269, U0272, U0290, U0295, U0296, U0301, U0302, U0303, U0304, U0308, U0315, U0316, U0318, U0319, U0320, U0324, U0327, U0338, U0342, U0345, U0351, U0352, U0354, U0355, U0357, U0360, U0362, U0363, U0369, U0379, U0383, U0386, U0391, U0399, U0402, U0406, U0408, U0417, U0418, U0424, U0426, U0429, U0442, U0447, U0453, U0458, U0463, U0468, U0470, U0474, U0475, U0480, U0487, U0489, U0491, U0494, U0495, U0498, U0502, U0506, U0514, U0519, U0520, U0527, U0533, U0537, U0538, U0545, U0548, U0551, U0554, U0559, U0565, U0567, U0581, U0584, U0587, U0597, U0614, U0616, U0618, U0619, U0620, U0623, U0628, U0638, U0640, U0646, U0650, U0651, U0658, U0660, U0662, U0663, U0669, U0676, U0678, U0680, U0692, U0699, U0700, U0701, U0704, U0705, U0708, U0720, U0722, U0731, U0732, U0735, U0737, U0739, U0741, U0746, U0750, U0751, U0753, U0754, U0766, U0768, U0773, U0791, U0795, U0799, U0800, U0802, U0804, U0811, U0818, U0823, U0827, U0829, U0837, U0840, U0841, U0844, U0846, U0855, U0861, U0866, U0869, U0872, U0895, U0898, U0901, U0902, U0904, U0908, U0925, U0928, U0931, U0943, U0947, U0953, U0962, U0963, U0973, U0976, U0979, U0981, U0991, U0994, U0996, U0999",Device connected to many users
U0362,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0106, D0142, D0259, D0280, D0310, D0353, D0357, D0368, D0371, D0404, D0408","M027, M030, M036, M052, M061, M070, M071, M085, M088, M089, M100","U0151, U0153, U0156, U0157, U0164, U0165, U0170, U0172, U0175, U0177, U0178, U0181, U0185, U0188, U0189, U0194, U0195, U0196, U0198, U0204, U0205, U0206, U0211, U0216, U0227, U0238, U0243, U0244, U0254, U0257, U0258, U0259, U0260, U0262, U0265, U0270, U0276, U0285, U0294, U0295, U0302, U0303, U0307, U0308, U0316, U0318, U0320, U0324, U0325, U0326, U0327, U0328, U0330, U0335, U0336, U0340, U0342, U0347, U0355, U0360, U0369, U0372, U0380, U0381, U0383, U0384, U0395, U0397, U0398, U0399, U0401, U0402, U0406, U0411, U0416, U0417, U0418, U0424, U0427, U0437, U0438, U0441, U0444, U0447, U0448, U0450, U0456, U0457, U0459, U0460, U0462, U0465, U0467, U0468, U0480, U0483, U0484, U0487, U0491, U0493, U0497, U0498, U0504, U0508, U0512, U0513, U0518, U0521, U0532, U0533, U0540, U0543, U0544, U0545, U0553, U0559, U0562, U0563, U0564, U0566, U0574, U0579, U0582, U0588, U0591, U0593, U0601, U0607, U0617, U0619, U0626, U0628, U0632, U0637, U0640, U0642, U0650, U0651, U0653, U0660, U0672, U0680, U0682, U0686, U0694, U0699, U0704, U0709, U0710, U0713, U0714, U0715, U0718, U0719, U0721, U0728, U0731, U0732, U0736, U0739, U0743, U0748, U0755, U0756, U0760, U0763, U0768, U0773, U0774, U0778, U0783, U0784, U0786, U0787, U0799, U0804, U0808, U0811, U0813, U0818, U0820, U0827, U0831, U0833, U0834, U0835, U0836, U0837, U0842, U0847, U0848, U0849, U0852, U0864, U0865, U0866, U0870, U0874, U0879, U0880, U0882, U0884, U0887, U0891, U0898, U0901, U0919, U0922, U0923, U0924, U0927, U0929, U0931, U0933, U0936, U0937, U0940, U0941, U0944, U0949, U0953, U0964, U0969, U0972, U0973, U0976, U0980, U0983, U0988, U0989, U0993",Device connected to many users
U0391,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0090, D0125, D0215, D0235, D0236, D0255, D0278, D0339, D0407, D0429, D0452, D0488","M026, M039, M053, M056, M060, M063, M065, M066, M076, M083, M090, M093","U0151, U0152, U0154, U0162, U0166, U0170, U0184, U0186, U0187, U0207, U0215, U0218, U0227, U0229, U0235, U0242, U0246, U0250, U0267, U0271, U0285, U0286, U0287, U0288, U0291, U0293, U0298, U0308, U0316, U0318, U0321, U0324, U0326, U0330, U0331, U0333, U0335, U0337, U0338, U0339, U0344, U0347, U0351, U0352, U0355, U0357, U0360, U0361, U0367, U0369, U0370, U0373, U0374, U0381, U0394, U0401, U0402, U0403, U0408, U0417, U0418, U0425, U0429, U0438, U0439, U0442, U0449, U0450, U0453, U0455, U0464, U0470, U0472, U0475, U0476, U0482, U0489, U0490, U0494, U0499, U0500, U0506, U0513, U0514, U0516, U0520, U0522, U0525, U0537, U0539, U0543, U0544, U0545, U0550, U0551, U0554, U0556, U0573, U0584, U0587, U0591, U0593, U0595, U0597, U0599, U0601, U0602, U0604, U0606, U0614, U0618, U0622, U0623, U0629, U0630, U0633, U0638, U0641, U0643, U0645, U0648, U0657, U0660, U0661, U0662, U0666, U0668, U0672, U0673, U0676, U0677, U0678, U0679, U0680, U0683, U0689, U0692, U0694, U0697, U0700, U0702, U0704, U0706, U0710, U0714, U0715, U0716, U0719, U0722, U0723, U0724, U0727, U0729, U0731, U0732, U0742, U0749, U0753, U0770, U0771, U0775, U0777, U0781, U0782, U0790, U0793, U0794, U0795, U0804, U0814, U0818, U0820, U0821, U0825, U0833, U0834, U0840, U0844, U0846, U0850, U0851, U0857, U0860, U0861, U0862, U0864, U0866, U0870, U0871, U0874, U0876, U0877, U0880, U0881, U0883, U0884, U0885, U0888, U0895, U0898, U0899, U0900, U0901, U0902, U0907, U0908, U0911, U0912, U0914, U0917, U0920, U0923, U0927, U0928, U0932, U0934, U0937, U0939, U0947, U0948, U0949, U0955, U0958, U0964, U0967, U0969, U0972, U0977, U0978, U0981, U0982, U0983, U0984, U0988, U0996, U0997",Device connected to many users
U0661,21.0,LOW,0,0.0,LOW,10.5,LOW,"D0203, D0212, D0239, D0316, D0325, D0329, D0339, D0485","M030, M062, M068, M073, M078, M085, M092, M094","U0151, U0153, U0154, U0158, U0160, U0161, U0167, U0168, U0177, U0180, U0182, U0184, U0186, U0190, U0199, U0203, U0206, U0208, U0211, U0220, U0223, U0227, U0229, U0230, U0231, U0241, U0243, U0244, U0246, U0253, U0254, U0261, U0263, U0264, U0277, U0280, U0286, U0287, U0289, U0292, U0301, U0309, U0317, U0326, U0331, U0342, U0347, U0349, U0350, U0355, U0359, U0375, U0379, U0382, U0386, U0388, U0391, U0394, U0410, U0414, U0415, U0416, U0426, U0429, U0436, U0438, U0440, U0443, U0450, U0459, U0467, U0468, U0471, U0476, U0482, U0486, U0491, U0502, U0507, U0512, U0523, U0524, U0536, U0537, U0538, U0539, U0543, U0548, U0552, U0558, U0560, U0571, U0576, U0578, U0588, U0589, U0602, U0615, U0618, U0622, U0632, U0634, U0635, U0638, U0640, U0645, U0651, U0652, U0664, U0669, U0673, U0674, U0682, U0689, U0698, U0703, U0704, U0708, U0712, U0714, U0721, U0729, U0731, U0735, U0737, U0738, U0739, U0740, U0747, U0748, U0753, U0758, U0763, U0766, U0771, U0774, U0775, U0779, U0786, U0788, U0790, U0798, U0799, U0800, U0821, U0827, U0830, U0831, U0833, U0848, U0857, U0861, U0862, U0864, U0876, U0879, U0881, U0888, U0889, U0890, U0896, U0904, U0908, U0911, U0922, U0925, U0926, U0930, U0931, U0937, U0943, U0949, U0961, U0965, U0972, U0976, U0977, U0979, U0981, U0983, U0986, U0988, U0991, U0992, U0999",Device connected to many users
U0264,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0113, D0138, D0311, D0325, D0379, D0450, D0500","M027, M032, M033, M041, M070, M075, M082","U0153, U0184, U0186, U0187, U0190, U0191, U0193, U0195, U0198, U0206, U0211, U0212, U0222, U0229, U0235, U0241, U0243, U0246, U0254, U0255, U0263, U0275, U0277, U0293, U0295, U0300, U0305, U0309, U0317, U0319, U0327, U0340, U0354, U0355, U0359, U0367, U0376, U0378, U0386, U0397, U0402, U0404, U0411, U0416, U0419, U0427, U0432, U0436, U0438, U0440, U0442, U0450, U0453, U0454, U0459, U0464, U0478, U0480, U0483, U0488, U0491, U0493, U0495, U0513, U0517, U0536, U0537, U0539, U0542, U0546, U0548, U0553, U0559, U0560, U0567, U0586, U0587, U0591, U0594, U0598, U0602, U0604, U0616, U0618, U0622, U0628, U0639, U0642, U0652, U0655, U0661, U0673, U0674, U0676, U0677, U0678, U0680, U0682, U0691, U0692, U0694, U0697, U0701, U0715, U0721, U0731, U0734, U0738, U0745, U0746, U0747, U0749, U0756, U0758, U0760, U0778, U0786, U0789, U0796, U0797, U0809, U0830, U0831, U0847, U0848, U0859, U0865, U0868, U0873, U0876, U0885, U0888, U0889, U0891, U0892, U0895, U0903, U0904, U0905, U0907, U0912, U0949, U0967, U0974, U0975, U0976, U0986, U0996",Device connected to many users
